Time s,Displacement Into Surface nm,Load On Sample mN
303.8,107.6657510756,0.7731769112
303.9,107.8881020527,0.7770224482
304,108.2795130025,0.7808699179
304.1,108.3248155991,0.7847716325
304.2,109.0554861198,0.7886241753
304.3,109.1433326062,0.7925604404
304.4,109.4982577931,0.7964893558
304.5,109.5177121109,0.8004717938
304.6,109.8657917857,0.8044409788
304.7,109.9862971425,0.8084531985
304.8,110.640203604,0.8124319098
304.9,110.5456683912,0.8165055178
305,111.0962301397,0.8205348499
305.1,111.10426552,0.8246388632
305.2,111.5549017209,0.8287188161
305.3,111.7038793858,0.8328497458
305.4,112.2464485304,0.8369616853
305.5,112.0667897921,0.8411666009
305.6,113.0637336608,0.8452749976
305.7,112.8316387674,0.8495267616
305.8,113.5489556504,0.8537048019
305.9,113.4353876912,0.8579869685
306,114.0079483323,0.8622217488
306.1,114.1667741823,0.8665194054
306.2,114.6496666675,0.8708056821
306.3,114.6781729513,0.8751590689
306.4,115.2210849505,0.8794825811
306.5,115.2199498756,0.8838823818
306.6,116.1754457275,0.8882085442
306.7,115.7829868082,0.8926909277
306.8,116.3760326598,0.8970972325
306.9,116.589155989,0.9015639188
307,117.0142700517,0.9060313771
307.1,117.0404654888,0.9105613797
307.2,117.6555309768,0.9150549813
307.3,117.6368879732,0.9196346371
307.4,118.4305073678,0.924155891
307.5,118.3586676303,0.9287863423
307.6,119.0481812878,0.933363782
307.7,119.0599154925,0.9380320749
307.8,119.5169106632,0.9426788937
307.9,119.3911059103,0.9474074979
308,120.0410916608,0.9520820699
308.1,120.0186165001,0.9568474575
308.2,120.5948896805,0.9615766039
308.3,120.9736006886,0.9663496364
308.4,121.3530674329,0.9711459451
308.5,121.450629767,0.9759948622
308.6,122.0192878121,0.980820593
308.7,122.1039242985,0.9857192455
308.8,122.6247039671,0.9905984553
308.9,122.6888161275,0.9955480632
309,123.2308626433,1.0004743716
309.1,123.4552920484,1.0054575139
309.2,123.9988495612,1.010433321
309.3,123.8623465556,1.0155022246
309.4,124.7143899784,1.020497556
309.5,124.4449061045,1.0256300733
309.6,125.3242949059,1.0306733978
309.7,125.3093481362,1.0358315663
309.8,125.9660950854,1.0409481255
309.9,125.8128483567,1.0461714576
310,126.5638063557,1.0513304115
310.1,126.6445810188,1.0565824606
310.2,127.4988682276,1.0617832259
310.3,127.5484801655,1.0670907164
310.4,128.0418341456,1.0723800592
310.5,128.0481257678,1.0777449168
310.6,128.8598435159,1.0830557451
310.7,128.7263150062,1.0884879102
310.8,129.3997323632,1.0938664464
310.9,129.5792485297,1.0993216177
311,130.2389793253,1.1047556766
311.1,130.1221479247,1.1102948759
311.2,130.8099831899,1.1157810974
311.3,130.6718664305,1.1213774887
311.4,131.4288375055,1.1269123134
311.5,131.4153247349,1.1325521336
311.6,132.1616482765,1.1381439982
311.7,132.0584642283,1.1438489865
311.8,132.9544666656,1.1494825012
311.9,132.8892645748,1.1552404613
312,133.6059345086,1.1609487127
312.1,133.8142652181,1.1667368819
312.2,134.4184685183,1.1725140287
312.3,134.3274112681,1.1783898811
312.4,135.0258247318,1.1842159423
312.5,135.0662097214,1.1901373436
312.6,135.9272191638,1.1960060516
312.7,135.5261253085,1.2020303919
312.8,136.4296754785,1.2079544172
312.9,136.6850747863,1.2139732867
313,137.4070122834,1.2199751535
313.1,137.6092120043,1.2260593824
313.2,137.91170569,1.2321634769
313.3,137.9034181297,1.2383296193
313.4,138.6352122361,1.2444523325
313.5,138.6702248312,1.2506754625
313.6,139.8199219945,1.2568182807
313.7,139.5152736255,1.263137112
313.8,140.2394476434,1.2693847237
313.9,140.2265679278,1.2757374448
314,140.8473921951,1.2820583045
314.1,141.3109231972,1.2884270914
314.2,141.8785473255,1.2948168196
314.3,141.9530270017,1.3012882706
314.4,142.9788258512,1.3076967353
314.5,142.5913088584,1.3142784932
314.6,143.3541902224,1.3207781824
314.7,143.4939934602,1.3273730256
314.8,144.3776787065,1.3339262278
314.9,144.0889179613,1.3406294991
315,145.2218206949,1.3472242047
315.1,145.0105521852,1.3539863806
315.2,145.9192891059,1.3606703088
315.3,145.884292612,1.3674822557
315.4,146.7193128211,1.3742410476
315.5,146.6957019177,1.3811198028
315.6,147.3498670175,1.3879648796
315.7,147.651457733,1.3948800103
315.8,148.3724772226,1.4017873383
315.9,148.4954920112,1.4087893752
316,149.0766876912,1.4157802801
316.1,149.2072885102,1.4228516503
316.2,149.961716727,1.4298957062
316.3,150.0687497963,1.4370400801
316.4,150.6233260506,1.4441749882
316.5,150.8162090708,1.4513823038
316.6,151.50070645,1.4585761261
316.7,151.511973397,1.4658735868
316.8,152.6402085479,1.4730958176
316.9,152.5283673933,1.4804782267
317,153.0973425719,1.487829119
317.1,153.2962656811,1.4952544107
317.2,154.206399234,1.5026454244
317.3,154.410248195,1.5101446612
317.4,155.3237881273,1.5176101311
317.5,155.4527788333,1.5251919053
317.6,155.893680407,1.5327797478
317.7,156.1867847527,1.540421133
317.8,156.8928598132,1.5480588297
317.9,157.0165045506,1.5557936138
318,157.7647377126,1.5635040691
318.1,158.083649746,1.5712967277
318.2,158.8231311394,1.5790856616
318.3,158.9418093405,1.586976221
318.4,159.7139504999,1.5948404004
318.5,159.8219768235,1.6028109599
318.6,160.5154597671,1.6107622314
318.7,160.7499868166,1.618799861
318.8,161.2405760319,1.6268513811
318.9,161.5742491353,1.6349597471
319,162.4082760418,1.6430579904
319.1,162.5136000846,1.6512702173
319.2,163.0843248565,1.6594762487
319.3,163.4764775686,1.6677421529
319.4,164.3051569183,1.6760050265
319.5,164.3922153084,1.6843840263
319.6,165.2444354783,1.692727848
319.7,165.2915868825,1.701194512
319.8,165.9743457093,1.7096394054
319.9,166.5503380125,1.7181381486
320,167.2228240848,1.7266688736
320.1,166.8337910154,1.7353488628
320.2,167.9857277484,1.7439180335
320.3,167.9918016828,1.7526451079
320.4,168.8299049494,1.7613320642
320.5,168.8333039122,1.7701465725
320.6,169.8131041391,1.7789070835
320.7,169.9764361872,1.7877937115
320.8,170.9034114149,1.7966478163
320.9,170.9747856774,1.8056323885
321,172.0050852323,1.8145655362
321.1,171.9989386584,1.8236475769
321.2,172.6758912606,1.8327060182
321.3,172.9212396475,1.841853803
321.4,173.7140537731,1.8509918678
321.5,173.7542257923,1.8602516118
321.6,174.4360852789,1.8694928511
321.7,174.5328498694,1.8788396007
321.8,175.4323908758,1.8881522022
321.9,175.9656744671,1.8975489644
322,176.6904330167,1.906972636
322.1,176.9178591003,1.9164940507
322.2,177.5806729557,1.926018819
322.3,177.9015441491,1.935626339
322.4,178.4959543804,1.945253625
322.5,178.887854906,1.954950341
322.6,179.8291215552,1.9646398491
322.7,179.9277012836,1.9744628029
322.8,180.5471525859,1.9842819779
322.9,180.806044138,1.994187328
323,181.7985667122,2.0040681276
323.1,181.886473455,2.0140895463
323.2,182.8162906681,2.0240762052
323.3,183.0135987505,2.0341869486
323.4,183.8521977032,2.0443852744
323.5,183.9533751151,2.0545564696
323.6,184.7988221582,2.0647028023
323.7,184.9767179091,2.0750188703
323.8,185.8430339668,2.0853168949
323.9,186.0110333131,2.095737154
324,186.7192812053,2.1061545659
324.1,187.0263157271,2.1166653116
324.2,187.9503444452,2.1271660672
324.3,188.4465646592,2.1377632145
324.4,189.0005248617,2.1484063971
324.5,189.2307765028,2.1591363183
324.6,190.0362304764,2.1698614657
324.7,190.442749932,2.1806812961
324.8,191.4693035484,2.1914923539
324.9,191.4396458387,2.2024638181
325,192.4259080319,2.2133876665
325.1,192.5155284589,2.2244569424
325.2,193.3604378576,2.235505192
325.3,193.5115871248,2.2466790516
325.4,194.5175669756,2.2578225129
325.5,194.3624736042,2.2691386103
325.6,195.5766349833,2.2803737736
325.7,195.8204471709,2.2917630869
325.8,196.5368815504,2.3031610806
325.9,196.693289787,2.3146731723
326,197.6680560637,2.3261601063
326.1,197.8214044615,2.3377876422
326.2,198.8394625437,2.3493859952
326.3,198.9753135696,2.3611315594
326.4,199.6612926545,2.3728798258
326.5,199.858671443,2.3847368821
326.6,200.5621065125,2.3966015986
326.7,200.976024319,2.4085558834
326.8,201.9765437983,2.4205102433
326.9,201.9451624349,2.4326285669
327,203.0831955873,2.4446897443
327.1,203.2713923835,2.4569072529
327.2,204.0287142158,2.4691278542
327.3,204.1439426913,2.4814749895
327.4,205.2895318788,2.4937799949
327.5,205.2710029162,2.5062638518
327.6,206.2562397621,2.5187088943
327.7,206.5332746882,2.5312881509
327.8,207.473657876,2.5438629197
327.9,207.6040172168,2.5565827419
328,208.4851090276,2.569290022
328.1,209.0576855018,2.5820931557
328.2,209.5687021306,2.5949649696
328.3,209.8897415385,2.6079216461
328.4,210.9463166535,2.6208684706
328.5,210.8904412826,2.6339923643
328.6,211.9568718373,2.6470684886
328.7,212.2489903519,2.6602889513
328.8,212.9065915731,2.6735376445
328.9,213.2989885856,2.6868806313
329,214.1267758095,2.700245524
329.1,214.2516772527,2.7137488407
329.2,215.3187979408,2.7272244496
329.3,215.3281761256,2.7408743367
329.4,216.5419268748,2.7544711127
329.5,216.7404869982,2.7682385875
329.6,217.5484463836,2.7820127088
329.7,217.8556426872,2.7959073023
329.8,218.9325699038,2.8097931912
329.9,218.8932432737,2.8238613239
330,219.9921821064,2.8378849592
330.1,220.0660503637,2.8520824766
330.2,221.0753004353,2.8662562898
330.3,221.5115992945,2.8805598202
330.4,222.3050226738,2.8948976853
330.5,222.3393272404,2.9093845769
330.6,223.3941191024,2.9238407706
330.7,223.6464794864,2.9384508794
330.8,224.5743483046,2.9530651801
330.9,224.9710574093,2.9678072584
331,225.7902396092,2.9825793501
331.1,226.294823707,2.9974584802
331.2,227.1443746039,3.0123759443
331.3,227.47720245,3.0274213564
331.4,228.6435917542,3.04245735
331.5,228.5037554395,3.0577003536
331.6,229.5903321226,3.0728958485
331.7,229.7726525864,3.0882592267
331.8,230.6745546433,3.1036260631
331.9,230.9206767575,3.1191369138
332,231.9745253797,3.134643234
332.1,232.2502548766,3.1503064347
332.2,232.966694629,3.166002029
332.3,233.4581990365,3.181800816
332.4,234.3189861299,3.1976400404
332.5,234.5703439845,3.2136211041
332.6,235.6347480947,3.2295993711
332.7,235.8344065128,3.2457455566
332.8,236.955772755,3.2618789766
332.9,237.0573794001,3.2781962021
333,238.222029857,3.2944877726
333.1,238.4322689556,3.3109574737
333.2,239.7625426124,3.3273965468
333.3,239.7888638106,3.3440496498
333.4,240.6966206149,3.3606957535
333.5,240.9143996943,3.37749618
333.6,242.0721246447,3.3942851775
333.7,242.3711802221,3.4112453488
333.8,243.1003082872,3.428245654
333.9,243.4882387854,3.445366664
334,244.6291873019,3.4624967641
334.1,244.7587310241,3.4798153089
334.2,246.0197092229,3.4971059148
334.3,246.453931068,3.5145670744
334.4,247.2141230601,3.5320814802
334.5,247.8663974333,3.5496960673
334.6,248.6463152587,3.5673843445
334.7,249.1845775925,3.5851869987
334.8,249.8124894302,3.6030687629
334.9,250.2268606834,3.6210634768
335,251.2187202934,3.6390886306
335.1,251.6269807119,3.6572643051
335.2,252.7343094614,3.6754592555
335.3,253.0099397046,3.693830175
335.4,254.0655650171,3.7122132904
335.5,254.3176065723,3.7307706048
335.6,255.3694001395,3.7493390418
335.7,255.8588696888,3.7680585802
335.8,256.8475610233,3.786819964
335.9,256.9946736549,3.8057612732
336,258.0653984123,3.824703204
336.1,258.4693153616,3.8438086004
336.2,259.6669061174,3.8629284154
336.3,259.986443041,3.8822335903
336.4,260.893347561,3.9015746856
336.5,261.549475503,3.9210398707
336.6,262.5448716532,3.9405664173
336.7,262.6682915972,3.9602798411
336.8,263.9102333589,3.9799783038
336.9,264.140381044,3.9998784044
337,265.1349481053,4.0197997119
337.1,265.616959873,4.0398741421
337.2,266.7756255079,4.0599793537
337.3,267.1155046101,4.0802691155
337.4,268.1119009162,4.1005926632
337.5,268.5843428355,4.1210725281
337.6,269.5822231193,4.1416002303
337.7,269.8513612107,4.1623056807
337.8,270.906576136,4.1830340931
337.9,271.3493098838,4.2039296899
338,272.350916839,4.2248718419
338.1,272.822489015,4.2459740327
338.2,273.8882689526,4.2671202585
338.3,274.5330564463,4.28841675
338.4,275.4095890823,4.3097942524
338.5,275.7625448667,4.331333435
338.6,276.8928398576,4.3529005416
338.7,277.1781280812,4.3746622865
338.8,278.3007862884,4.3964470764
338.9,278.7163555376,4.4184138747
339,279.7531088305,4.4404262495
339.1,280.23208928,4.4626069381
339.2,281.359609721,4.4848314915
339.3,281.5118016625,4.507266995
339.4,282.9006824143,4.5296891427
339.5,283.3096747904,4.5523237228
339.6,284.3957030582,4.5750015186
339.7,284.9908266544,4.5978444453
339.8,285.9711913114,4.6207606593
339.9,286.5294201882,4.6438363443
340,287.7578464972,4.6669581238
340.1,287.8878401035,4.6903076829
340.2,289.1470009743,4.7136590683
340.3,289.6804515913,4.7372023454
340.4,290.6238395317,4.7608198783
340.5,291.0554239328,4.7846093924
340.6,292.2385138615,4.808440392
340.7,292.9960468521,4.8324359432
340.8,294.0198990549,4.8565222261
340.9,294.4042859282,4.8807955752
341,295.7252110147,4.905094369
341.1,296.1433700044,4.9296065842
341.2,297.285299424,4.9541665962
341.3,297.6354052344,4.9789307872
341.4,298.6443112181,5.0037509051
341.5,299.2337374426,5.0287395365
341.6,300.2813539386,5.0538051808
341.7,301.0135948025,5.0790301989
341.8,302.139435673,5.1043397747
341.9,302.6596233513,5.1298388958
342,303.6296426255,5.1554183298
342.1,304.2037372155,5.1811677469
342.2,305.4024378234,5.2069814055
342.3,305.8389470339,5.2330027121
342.4,307.1021927276,5.2590698955
342.5,307.6397211256,5.2853419342
342.6,309.1058116945,5.3116504492
342.7,309.3119817884,5.3382186415
342.8,310.6503646857,5.3648044999
342.9,311.053299139,5.3916192785
343,312.1332726019,5.4184981931
343.1,312.4571308873,5.4455896181
343.2,314.125212553,5.4726797292
343.3,314.4794185167,5.5000393405
343.4,315.8837705179,5.5274287656
343.5,316.3975052211,5.5550466896
343.6,317.3724703084,5.5827541518
343.7,318.1453290266,5.61034324
343.8,319.2417780215,5.6385985476
343.9,319.7538944591,5.6667743057
344,321.1125070515,5.6950040376
344.1,321.7286789005,5.7234524377
344.2,323.0120125877,5.7519734152
344.3,323.5080709801,5.7807189816
344.4,324.5117135864,5.8095544504
344.5,325.2113726215,5.8385680647
344.6,326.5743944386,5.8676574065
344.7,327.1478597929,5.8969744635
344.8,328.2175111572,5.9263853642
344.9,329.1032415028,5.9559653503
345,330.2663082783,5.985662347
345.1,331.031923016,6.0155510805
345.2,332.1584626004,6.0455499388
345.3,332.8449953725,6.0757463838
345.4,333.8932128111,6.1060543597
345.5,334.5629744544,6.1365553994
345.6,335.9515723166,6.1671339333
345.7,336.7307053189,6.1979299232
345.8,337.8555651912,6.2288419759
345.9,338.7463488075,6.2599358244
346,339.7351325812,6.2911717959
346.1,340.4260080941,6.3225975497
346.2,341.6335875271,6.3541254473
346.3,342.3608826452,6.3858627937
346.4,343.6656737396,6.4176977583
346.5,344.4932195558,6.4497434292
346.6,345.6710515687,6.481910826
346.7,346.2606921775,6.5143015903
346.8,347.6041257758,6.5467757138
346.9,348.2431026116,6.5794863589
347,349.4785732741,6.6122975252
347.1,350.3545813612,6.6453127058
347.2,351.7275365776,6.6784397089
347.3,351.9727682041,6.7118487532
347.4,353.6807818038,6.7452754813
347.5,354.33782108,6.7789782249
347.6,355.6430280527,6.8127811092
347.7,356.3911960664,6.846812757
347.8,357.9813073522,6.8809268917
347.9,358.5288008861,6.9153196606
348,359.8034924145,6.9498081164
348.1,360.5644580164,6.9845245145
348.2,361.8497275797,7.0193583989
348.3,362.536921128,7.0544303878
348.4,364.0273037402,7.0895938027
348.5,364.7683886036,7.1250120749
348.6,366.0884908138,7.1605457697
348.7,367.07420274,7.196294931
348.8,368.2088255665,7.2322039277
348.9,368.9467450516,7.2683365134
349,370.7948569164,7.3045352072
349.1,371.1337616157,7.3410696098
349.2,372.5197866158,7.3776783514
349.3,373.2856944016,7.4145365104
349.4,374.7582846272,7.4515044376
349.5,375.3805047282,7.4887465261
349.6,376.9571375331,7.5260755497
349.7,377.9334092436,7.5636557514
349.8,379.1824560211,7.6013924672
349.9,379.9603251782,7.639369481
350,381.4517167317,7.677461045
350.1,382.2219197506,7.7158196912
350.2,383.7041255961,7.7542949224
350.3,384.5350537353,7.7930322056
350.4,385.9807164169,7.8318976107
350.5,386.573724001,7.8710470829
350.6,388.1340650063,7.9102916324
350.7,388.9526971046,7.9498111795
350.8,390.4574958068,7.989455546
350.9,391.25858018,8.0293731865
351,392.6531220139,8.0694267793
351.1,393.5415258798,8.1097361418
351.2,395.0249072587,8.150183249
351.3,395.8676452236,8.1909014577
351.4,397.5941282019,8.2317307228
351.5,398.1959015286,8.2728811769
351.6,399.652543287,8.3141476368
351.7,400.6835957323,8.3556680362
351.8,402.0983698089,8.397353153
351.9,402.6901178603,8.4393338549
352,404.4521002112,8.4814032319
352.1,405.4586883317,8.5237634653
352.2,406.785544964,8.5662987706
352.3,407.7673606431,8.6090891145
352.4,409.1974909593,8.6520430265
352.5,410.1526340925,8.6952653419
352.6,411.7027560605,8.7386387449
352.7,412.5233174639,8.7823080111
352.8,413.9882524269,8.8261256926
352.9,414.8748496288,8.8702264505
353,416.487132025,8.9144695872
353.1,417.4857397603,8.9590006379
353.2,418.7544609527,9.0037215086
353.3,419.797445294,9.048695903
353.4,421.4107117077,9.0938324282
353.5,422.3711655952,9.1392653465
353.6,423.7799340558,9.1848756225
353.7,424.7589260212,9.2307616226
353.8,426.547195821,9.2767903353
353.9,427.3551244198,9.3231535619
354,429.1034177707,9.3696488021
354.1,430.0427314046,9.4164629151
354.2,431.5519474472,9.4634490849
354.3,432.4478628054,9.5107371337
354.4,434.0983422537,9.5581811974
354.5,434.9261609058,9.6059503244
354.6,436.6320316935,9.6538655025
354.7,437.5213199379,9.7021075848
354.8,439.2073487454,9.7505060643
354.9,440.092372248,9.7992324621
355,441.8634280107,9.8481087762
355.1,442.8110595057,9.8973176017
355.2,444.442583125,9.9466987593
355.3,445.349091713,9.9964052798
355.4,446.9554510701,10.0462850422
355.5,448.0347555859,10.0964729475
355.6,449.6623055203,10.146851523
355.7,450.749120918,10.1975422245
355.8,452.2800715131,10.2484363823
355.9,453.5655192337,10.2996159215
356,454.9436346202,10.3510362857
356.1,456.0583878935,10.4027465126
356.2,457.9026304816,10.4546367933
356.3,458.8580871734,10.5068815392
356.4,460.3906669808,10.5593240925
356.5,461.612387599,10.6120665127
356.6,463.266464599,10.6650235444
356.7,464.1818395142,10.7183256473
356.8,465.8943384127,10.7718088223
356.9,467.133350929,10.8256133866
357,468.7895211097,10.8796393114
357.1,469.9110291416,10.9339953909
357.2,471.5583653552,10.9885647263
357.3,472.6581194615,11.0434683472
357.4,474.3095396005,11.0985853121
357.5,475.4228757815,11.1540384257
357.6,477.3405569802,11.2096824349
357.7,478.400979952,11.2656970321
357.8,480.074244063,11.3219243801
357.9,481.2610978493,11.3784883767
358,483.034955191,11.4352703212
358.1,484.0799809125,11.4924159048
358.2,485.8499390471,11.5497685985
358.3,486.9936560848,11.6074776058
358.4,488.5062741787,11.6654318887
358.5,489.8828110429,11.7236968316
358.6,491.720962284,11.7821982154
358.7,492.7725227757,11.8410766169
358.8,494.7944773835,11.9001472714
358.9,495.6901460895,11.9596316572
359,497.3533047019,12.0193314494
359.1,498.8081858769,12.0793569087
359.2,500.4841589238,12.1396547943
359.3,501.6987926135,12.2003065847
359.4,503.3966982217,12.2612077818
359.5,504.7700534237,12.3224522704
359.6,506.4724119712,12.3839644614
359.7,507.6830312799,12.4458397026
359.8,509.1975753637,12.5079882287
359.9,510.5919924352,12.5704661404
360,512.4932399577,12.6332001144
360.1,513.7591163305,12.6963176655
360.2,515.6366957646,12.7596839583
360.3,517.0149333309,12.8234235657
360.4,518.7670104993,12.8874386637
360.5,519.6990462558,12.9518622171
360.6,521.6174397327,13.0165036555
360.7,522.9369357635,13.0815348707
360.8,525.0338043989,13.1468077233
360.9,526.4580593216,13.2124808048
361,528.1353213383,13.2784509111
361.1,529.3443945939,13.3448045087
361.2,531.3118422094,13.4114081615
361.3,532.5086393714,13.4784285962
361.4,534.3596976884,13.5457127023
361.5,535.7630838973,13.6133849945
361.6,537.6611415102,13.6813399634
361.7,538.8721404575,13.7497103906
361.8,541.0505021301,13.8183199779
361.9,542.2591008724,13.8873763987
362,544.5665352239,13.9566622851
362.1,545.5417060603,14.0264345428
362.2,547.6567505712,14.0964356931
362.3,548.819507451,14.1668890103
362.4,550.8964317271,14.2375970413
362.5,552.3630474255,14.3087268815
362.6,554.2483388037,14.3801639906
362.7,555.7193892392,14.4520071345
362.8,557.7459078981,14.5241473982
362.9,559.1575552971,14.596717321
363,561.369378061,14.6695635947
363.1,562.6889427667,14.7428706796
363.2,564.4993789739,14.816488528
363.3,565.7694170084,14.8905361251
363.4,568.0235416824,14.9648490431
363.5,569.364885851,15.0396322791
363.6,571.237379501,15.1147295239
363.7,572.7070257165,15.1902503841
363.8,574.9152917293,15.2660682232
363.9,576.5966992154,15.3430919414
364,578.2045964857,15.418967348
364.1,579.9931604105,15.495984384
364.2,582.0696857573,15.5733488977
364.3,583.6004863049,15.651164391
364.4,585.6388780372,15.7293095213
364.5,587.3215353343,15.8078907329
364.6,589.2951931796,15.886826877
364.7,590.6600458278,15.9662283557
364.8,592.8744754094,16.0459332153
364.9,594.5211369598,16.1261032388
365,596.4352393302,16.2066383411
365.1,598.0528811985,16.2876158699
365.2,600.5353007379,16.3689029657
365.3,602.0684438525,16.4507013259
365.4,604.261932568,16.5328335927
365.5,605.6034188681,16.6154717563
365.6,607.8499620006,16.6984236165
365.7,609.3258180839,16.7818774885
365.8,611.3381442281,16.8656857219
365.9,613.2713581466,16.9499315163
366,615.6878446133,17.0345408288
366.1,617.1421266252,17.119679697
366.2,619.2438353218,17.2051700564
366.3,621.1721930092,17.2911160459
366.4,623.3938287808,17.3774527683
366.5,625.0150050244,17.464291889
366.6,627.1255330366,17.5515065719
366.7,628.7746758999,17.6392143394
366.8,631.0294473831,17.7272903799
366.9,632.9725485807,17.8158490275
367,634.9892924495,17.9048329391
367.1,636.8547204557,17.9942881726
367.2,639.1958207798,18.0841331623
367.3,640.9349350726,18.1744987154
367.4,643.1185621306,18.2652614798
367.5,645.1546714167,18.3565043223
367.6,647.3396599506,18.4481781154
367.7,649.3269706575,18.540341631
367.8,651.7701941101,18.6329100462
367.9,653.3469512712,18.7260392891
368,655.515658004,18.8195646311
368.1,657.472244845,18.913590613
368.2,659.9653028409,19.0080226487
368.3,661.3646538104,19.1030475997
368.4,663.9236659224,19.198421466
368.5,665.7568035092,19.294356579
368.6,668.105132337,19.3907090994
368.7,669.9365817171,19.4876071037
368.8,672.4891799456,19.5849067818
368.9,674.2452203406,19.6827845759
369,676.7771292333,19.7810633697
369.1,678.5481977751,19.8799217596
369.2,680.9651762882,19.9791988624
369.3,682.9025100642,20.0790327009
369.4,685.2121560618,20.1793173087
369.5,687.1470348729,20.2801533118
369.6,689.7392241975,20.3814166028
369.7,691.5337066904,20.4832804913
369.8,694.1625786914,20.5855611427
369.9,696.0055216434,20.6884464733
370,698.4062158895,20.791776902
370.1,700.115218429,20.8957080291
370.2,702.8387319148,21.0000439573
370.3,704.5619919709,21.1050165208
370.4,706.9513032615,21.2104335271
370.5,709.1155597211,21.3164156273
370.6,711.6699875049,21.4228746154
370.7,713.4301171729,21.5299605784
370.8,716.121539748,21.6374749964
370.9,718.0794624914,21.7456157953
371,720.6403570249,21.8542228085
371.1,722.4802897465,21.9634584576
371.2,725.0314946023,22.0731570179
371.3,727.064656873,22.183471805
371.4,729.575389955,22.2942758717
371.5,731.7615005544,22.4056825983
371.6,734.1842593328,22.5176078673
371.7,736.3435746517,22.6301354738
371.8,739.0370814866,22.743157505
371.9,741.0806783982,22.8568259554
372,743.8059088021,22.9709797026
372.1,745.3989995309,23.0858337043
372.2,748.2030719225,23.2011260375
372.3,750.5236732069,23.3170600351
372.4,753.3081648758,23.433511968
372.5,755.0456325109,23.5506675144
372.6,757.379231941,23.6683337616
372.7,759.7982275566,23.7865972462
372.8,762.449688217,23.9054130463
372.9,764.5363498629,24.0248966977
373,767.3209863803,24.1448922956
373.1,769.3086367564,24.2655823834
373.2,772.1249853686,24.3867773027
373.3,774.2260470888,24.5086672461
373.4,776.9103205597,24.631094702
373.5,778.9997678964,24.7542115694
373.6,781.726769404,24.8778615446
373.7,784.0075271378,25.0021924061
373.8,786.2912189666,25.1271304445
373.9,788.6356012778,25.2527005474
374,791.4693326403,25.3788354811
374.1,793.5414068413,25.5056903714
374.2,796.2658550082,25.6331001533
374.3,798.9647289431,25.7611657702
374.4,801.2876607008,25.8898944078
374.5,803.6507586876,26.019279076
374.6,806.4895246633,26.1492485266
374.7,808.6927902327,26.2799476171
374.8,811.302180441,26.4112448775
374.9,813.6891444236,26.543237438
375,816.4898333408,26.675833727
375.1,818.5987746189,26.8091786735
375.2,821.585820303,26.9430877205
375.3,823.8678155957,27.0777535129
375.4,826.6999611325,27.2130224855
375.5,829.1899703689,27.3490190986
375.6,831.7535868999,27.4856755299
375.7,834.128592682,27.6230486557
375.8,837.0024460797,27.7610433236
375.9,839.3726512989,27.8997956267
376,842.2056020364,28.0391797892
376.1,844.7363143623,28.1793002526
376.2,847.3657122414,28.3200982266
376.3,849.9053000303,28.4616242199
376.4,852.5944951852,28.6038295366
376.5,855.232641104,28.7467662072
376.6,857.9580700601,28.8903953456
376.7,860.4431974009,29.0347819022
376.8,863.2922628336,29.1798405304
376.9,865.9291468239,29.325661065
377,868.6153093488,29.4721919906
377.1,871.3325035344,29.6194681965
377.2,874.0944149659,29.7674623422
377.3,876.6479415,29.9162330633
377.4,879.3776723478,30.0657159906
377.5,881.9339788036,30.2159795942
377.6,885.2220861414,30.3669075199
377.7,887.5501146011,30.5187017464
377.8,890.4290510771,30.6711857434
377.9,893.1269594871,30.8244665297
378,896.112037605,30.9784706118
378.1,898.7747158494,31.1332932525
378.2,902.0088239707,31.2888185222
378.3,904.2972840139,31.4452321557
378.4,907.3631485801,31.6023357093
378.5,910.4235536789,31.7602421215
378.6,913.1030349105,31.9189609794
378.7,915.7253702773,32.0784961614
378.8,918.7336800727,32.2387754935
378.9,921.4036203466,32.3999070239
379,924.5074185006,32.561785848
379.1,927.365572881,32.7245158298
379.2,930.2684322648,32.8880395993
379.3,933.0791785483,33.052407617
379.4,936.1634082069,33.2175546872
379.5,938.928263549,33.3835769943
379.6,942.1588983912,33.550367368
379.7,944.6505993664,33.7180830046
379.8,947.803416529,33.8865555996
379.9,950.5517273144,34.0559287909
380,953.565918037,34.2261064144
380.1,956.4393444826,34.3971671363
380.2,959.2951432525,34.5690687371
380.3,962.2305967679,34.7418402786
380.4,965.4828538013,34.9154278333
380.5,968.2606704809,35.089949092
380.6,971.4875427092,35.2652817419
380.7,974.5280409179,35.4415284096
380.8,977.5569878153,35.6186407155
380.9,980.5682956108,35.7966593231
381,983.7975943877,35.9755294871
381.1,986.4832774479,36.1553672099
381.2,990.0877443257,36.3359957303
381.3,992.6469394586,36.5176507082
381.4,995.9402185519,36.7001236703
381.5,998.926262318,36.8835591371
381.6,1002.2807905139,37.0678577457
381.7,1005.3736862723,37.2531236408
381.8,1008.7636178898,37.4392687571
381.9,1011.6213238046,37.6264174847
382,1014.8452320945,37.8144478055
382.1,1018.1624645964,38.0034290772
382.2,1021.3685633576,38.1933484788
382.3,1024.3472264783,38.3842603703
382.4,1027.5241104424,38.5760890378
382.5,1030.787474659,38.7688887909
382.6,1034.1791306242,38.9626215429
382.7,1036.9496179406,39.1574054603
382.8,1040.2710073841,39.3530900756
382.9,1043.3360709697,39.5497995219
383,1046.9961226487,39.7474147587
