Time s,Displacement Into Surface nm,Load On Sample mN
383.1,1049.9399875886,39.946110392
383.2,1053.3724261941,40.1457321545
383.3,1056.4778450983,40.3464058988
383.4,1059.7944007294,40.5480429999
383.5,1062.994481931,40.7507214846
383.6,1066.2894031473,40.9543847313
383.7,1069.6875177042,41.1590778149
383.8,1073.3317320641,41.3647505465
383.9,1075.9807866147,41.5715725952
384,1079.9248847293,41.7792803269
384.1,1083.0284938954,41.9860352673
384.2,1086.322726003,42.1979938594
384.3,1089.8428959038,42.4089097534
384.4,1093.332482273,42.6208628912
384.5,1096.4889513794,42.8339358887
384.6,1100.1514739683,43.0479994955
384.7,1103.4383106185,43.2631980626
384.8,1106.8199787794,43.4794385424
384.9,1110.2250177857,43.6967854314
385,1113.7119649889,43.9151860952
385.1,1116.6666358922,44.1347594243
385.2,1120.6670416975,44.3553015237
385.3,1124.04623527,44.5770361583
385.4,1127.7809767987,44.7998188002
385.5,1131.1803072025,45.0237769946
385.6,1134.926063181,45.2487948956
385.7,1138.1395332468,45.4750195256
385.8,1141.5968106029,45.7023251175
385.9,1145.3723777269,45.9307645374
386,1149.0801006684,46.1603267531
386.1,1152.3520668042,46.3911092948
386.2,1156.1946927712,46.6229626302
386.3,1159.7589057729,46.8560323957
386.4,1163.3837316228,47.0902348549
386.5,1166.9277751301,47.3256461432
386.6,1170.9702657421,47.5621579819
386.7,1174.1072282117,47.7999725579
386.8,1178.042128845,48.0388696559
386.9,1181.3732701768,48.2790516797
387,1185.6323336385,48.5203148562
387.1,1189.0976004869,48.7628939906
387.2,1192.7975431922,49.0066397733
387.3,1196.4942266582,49.2516454911
387.4,1200.5426485503,49.4978083678
387.5,1203.8941815353,49.7453076585
387.6,1207.8460174755,49.9939515565
387.7,1211.6163375349,50.2438934379
387.8,1215.5996675027,50.4950302703
387.9,1219.2752946396,50.7474904517
388,1223.1498671148,51.0011592905
388.1,1226.7497997218,51.2561612145
388.2,1230.8284107353,51.5123563327
388.3,1234.6323793687,51.7698975167
388.4,1238.7116856935,52.0286644403
388.5,1242.3042639071,52.2888118353
388.6,1246.453054519,52.5501697363
388.7,1250.2374983797,52.8129091755
388.8,1254.3941968521,53.0768901038
388.9,1258.0660602375,53.3422780403
389,1262.2527063615,53.6089061725
389.1,1265.9567941182,53.8769547337
389.2,1270.2288751713,54.1462510676
389.3,1273.7755226305,54.4170057799
389.4,1278.1383553497,54.6889967664
389.5,1282.0562505678,54.962432108
389.6,1286.2855827803,55.2371670183
389.7,1290.0692130776,55.5133603839
389.8,1294.2684214335,55.7908563716
389.9,1298.25453544,56.0698019553
390,1302.6539465147,56.3500637235
390.1,1306.3134623381,56.6318417272
390.2,1310.7439339176,56.9149141281
390.3,1314.9928526392,57.1994617747
390.4,1318.8926121319,57.485428729
390.5,1322.9270469315,57.772854215
390.6,1327.4496528214,58.0616297592
390.7,1331.4809273459,58.351940654
390.8,1335.9121912513,58.643624355
390.9,1339.8772052336,58.9368559136
391,1344.0806685734,59.2314905446
391.1,1348.3116157265,59.5276391052
391.2,1352.6970109903,59.8252132829
391.3,1356.7651441419,60.1243508064
391.4,1361.4776628326,60.42487979
391.5,1365.6178738281,60.7270126777
391.6,1370.0584847036,61.0305858164
391.7,1374.2012109504,61.3357512389
391.8,1378.7880115802,61.6423573309
391.9,1383.1658668325,61.9505624763
392,1387.4682036432,62.2602748863
392.1,1391.64521209,62.5715939521
392.2,1396.1887525889,62.8843913771
392.3,1400.542725584,63.1988178145
392.4,1405.1130905017,63.5147526732
392.5,1409.5919503069,63.8323229045
392.6,1414.1534050448,64.1514301694
392.7,1418.5173031718,64.4721997135
392.8,1423.2522907102,64.7944931616
392.9,1427.5662195,65.1184809999
393,1432.2550358884,65.4440144905
393.1,1436.6649466729,65.7712514118
393.2,1441.3934895244,66.1000489617
393.3,1445.6287448584,66.4305814521
393.4,1450.5045783206,66.7626651474
393.5,1455.013696887,67.0964804604
393.6,1459.7072666398,67.4319012507
393.7,1464.3496044293,67.7690482417
393.8,1469.0950483612,68.1078253746
393.9,1473.7497273852,68.4483416578
394,1478.4269231327,68.7905330024
394.1,1483.0863327444,69.1344668054
394.2,1488.0077261871,69.4800686587
394.3,1492.5927962972,69.8274689899
394.4,1497.3524244809,70.1765492347
394.5,1502.0851365204,70.5274148455
394.6,1506.7301249993,70.8800104154
394.7,1511.6066727323,71.2343765621
394.8,1516.6045574136,71.5904689505
394.9,1520.9840600135,71.9484413278
395,1525.9706826729,72.3081166027
395.1,1530.7874573296,72.6696383623
395.2,1535.5887209066,73.0329351433
395.3,1540.4162718236,73.3980845313
395.4,1545.8106512202,73.7649688953
395.5,1550.5265731981,74.1338016168
395.6,1555.1448724942,74.5044460661
395.7,1559.9012076822,74.8769695601
395.8,1564.944598954,75.2512919563
395.9,1569.9542093533,75.6275292804
396,1575.1718089453,76.0055915691
396.1,1579.8576620949,76.3856374938
396.2,1584.9719731378,76.7675050437
396.3,1589.7750047901,77.1513537151
396.4,1595.0536286961,77.5370380519
396.5,1600.2885786419,77.9246963641
396.6,1604.9332427292,78.3143150896
396.7,1610.0990976252,78.7058716565
396.8,1615.1406991904,79.0993613406
396.9,1620.2328906995,79.4948554628
397,1625.4980868451,79.8922724784
397.1,1630.636729188,80.2917317011
397.2,1635.8305326268,80.6931449027
397.3,1640.757128736,81.0966346928
397.4,1646.0863238745,81.5020638084
397.5,1651.2714710757,81.9095776381
397.6,1656.6045258996,82.3190758347
397.7,1661.6543988328,82.730693436
397.8,1666.7510595599,83.1443255519
397.9,1672.1735125218,83.5600376503
398,1677.6488335642,83.9777837723
398.1,1682.6980313917,84.397705633
398.2,1688.1277726429,84.8196495563
398.3,1693.3602294748,85.2437678736
398.4,1698.9831119758,85.6699279445
398.5,1704.2726154384,86.0982974722
398.6,1709.6659151683,86.5287580485
398.7,1715.0056152141,86.9614222137
398.8,1720.5722750989,87.396186291
398.9,1725.8169495738,87.8332026361
399,1731.4771329017,88.2723214528
399.1,1737.1224842983,88.7136842272
399.2,1742.5903143779,89.1572298362
399.3,1747.7551554516,89.6030706121
399.4,1753.6282153722,90.0510280743
399.5,1758.88884091,90.5013340632
399.6,1764.5953809578,90.9538047236
399.7,1770.129694395,91.4086031398
399.8,1775.8392532132,91.8656151838
399.9,1781.4503302293,92.3249708713
400,1787.1203227146,92.7865741357
400.1,1792.5450890635,93.2505590575
400.2,1798.4750685271,93.7167698266
400.3,1804.124083062,94.1853894117
400.4,1809.7552139859,94.6563096244
400.5,1815.5570005255,95.1296177418
400.6,1821.112044559,95.6052722417
400.7,1826.9282182216,96.0833298433
400.8,1832.6352622073,96.5637433941
400.9,1838.4582118135,97.0465988136
401,1844.6198576581,97.5317892315
401.1,1850.2861058481,98.0195066634
401.2,1856.3549143052,98.5095765992
401.3,1862.2301685271,99.0021684711
401.4,1867.8540974789,99.4972017837
401.5,1873.6114076161,99.9947498133
401.6,1879.9028110787,100.4946855264
401.7,1885.7619053939,100.997217274
401.8,1891.8190226272,101.5021945182
401.9,1897.5852461466,102.0097795183
402,1903.8551454816,102.5198043683
402.1,1909.6007211556,103.0324859961
402.2,1915.9024340935,103.5476273078
402.3,1921.7490079632,104.0654445862
402.4,1928.1471555228,104.5857472178
402.5,1934.1669529458,105.1087445413
402.6,1940.2387724304,105.6343022761
402.7,1946.3907263431,106.1625359603
402.8,1952.7558937085,106.6933397219
402.9,1958.7115231876,107.2268949073
403,1965.1008653265,107.7630243294
403.1,1971.5277544044,108.3018879279
403.2,1977.4842860608,108.8434417822
403.3,1983.8524565726,109.3877201992
403.4,1990.3289002117,109.9346578695
403.5,1996.4756246079,110.48442143
403.6,2002.6332896592,111.0368807954
403.7,2009.0558370085,111.5921350826
403.8,2015.6231470797,112.1500988271
403.9,2021.5641794033,112.7109742461
404,2028.2073233665,113.2745312159
404.0000000001,2028.2073233704,113.2745312161
404.08,2032.3483380327,113.3023831187
404.16,2034.7280228411,113.3021485591
408,2079.7851779641,113.2977592131
410,2094.8042574749,113.2963121424
412,2107.3403363123,113.2951116754
414,2118.2933149691,113.2940684368
414.24,2119.6109600784,113.2939429216
414.32,2120.1794434026,113.2938882447
414.4,2120.2247709367,113.293885526
414.48,2120.3993666365,113.2938699687
414.56,2121.216501296,113.2937905966
414.64,2121.7370796462,113.2937406775
414.72,2121.8439997066,113.2937318415
414.9,2121.3987950753,112.74432017
415,2118.1669964911,112.1781898659
415.1,2113.9360375258,111.6121587952
415.2,2110.276904792,111.0460709325
415.3,2106.0695312141,110.4800375194
415.4,2102.4461484148,109.9139461061
415.5,2098.2197778963,109.3479145797
415.6,2093.7455261702,108.7819076721
415.7,2089.6545198055,108.2158627017
415.8,2085.4821581835,107.6498258113
415.9,2081.0543124818,107.0838142947
416,2076.8614344147,106.5177794419
416.1,2072.5233292957,105.9517590126
416.2,2067.9320230648,105.3857637304
416.3,2063.4319711784,104.8197593852
416.4,2058.8908664999,104.2537591171
416.5,2054.4645875186,103.687747445
416.6,2049.9888914478,103.1217406807
416.7,2045.2227383245,102.5557627638
416.8,2040.7037168377,101.9897603025
416.9,2035.9314979233,101.423782988
417,2031.5212264548,100.857769726
417.1,2026.6342081465,100.291803813
417.2,2021.9661863817,99.72581615
417.3,2016.905821621,99.1598674532
417.4,2012.3936933074,98.5938643073
417.5,2007.5941536856,98.0278897062
417.6,2002.6866509138,97.4619258276
417.7,1997.7464617786,96.8959651954
417.8,1993.1355197869,96.3299718634
417.9,1988.1664552024,95.7640140989
418,1983.1897965891,95.1980570887
418.1,1978.3310033728,94.6320883725
418.2,1973.4988318785,94.0661170122
418.3,1968.3997841228,93.5001721573
418.4,1963.2817375583,92.9342291893
418.5,1958.2975234741,92.3682729295
418.6,1952.9498704632,91.8023527652
418.7,1948.219633653,91.2363712812
418.8,1943.0818580479,90.6704302726
418.9,1937.8361232207,90.1044999861
419,1932.6664337253,89.5385621471
419.1,1927.5659460078,88.9726174352
419.2,1922.2867875848,88.4066904683
419.3,1916.9445315453,87.840769768
419.4,1911.7459909466,87.2748347944
419.5,1906.4524184145,86.7089092591
419.6,1901.1208398464,86.1429874984
419.7,1895.629601692,85.5770815945
419.8,1890.6181463249,85.0111280402
419.9,1885.2569474464,84.4452092213
420,1879.6547345892,83.8793143391
420.1,1874.0624181422,83.3134184741
420.2,1868.9582445882,82.7474741282
420.3,1863.4328600313,82.1815716157
420.4,1857.8322150738,81.6156765778
420.5,1852.3114162144,81.0497736098
420.6,1846.8841487515,80.4838613526
420.7,1841.3230762717,79.9179623845
420.8,1835.7612554228,79.3520634907
420.9,1830.1751163736,78.7861670122
421,1824.519800654,78.220277404
421.1,1818.9747428228,77.6543768454
421.2,1813.2054047037,77.0884985615
421.3,1807.365370528,76.522627299
421.4,1801.4728881812,75.9567612455
421.5,1795.9035498647,75.3908630983
421.6,1790.1038508744,74.8249878298
421.7,1784.4060456141,74.2591024415
421.8,1778.4292218838,73.6932447645
421.9,1772.7078729693,73.1273617145
422,1767.0488812215,72.5614724715
422.1,1761.0850225509,71.9956135068
422.2,1755.081642211,71.4297584673
422.3,1749.1577264809,70.8638955356
422.4,1743.1205407278,70.2980438535
422.5,1737.0757661101,69.7321929252
422.6,1731.2073925787,69.1663244772
422.7,1725.1105660439,68.6004787185
422.8,1719.1342590559,68.0346209901
422.9,1712.6208254668,67.4688166074
423,1706.6810407516,66.9029552518
423.1,1700.7560951036,66.3370924224
423.2,1694.1731420955,65.7712949442
423.3,1688.1547109803,65.2054413995
423.4,1681.8333243402,64.6396179434
423.5,1675.7981958273,64.073766057
423.6,1669.4316031121,63.5079470905
423.7,1662.9791155554,62.9421366549
423.8,1656.6243383693,62.376316515
423.9,1650.1745435107,61.810505812
424,1643.9429603534,61.2446734368
424.1,1637.4403587408,60.6788679784
424.2,1630.791043183,60.1130770911
424.3,1624.4021330329,59.5472603411
424.4,1617.9280898655,58.9814520463
424.5,1611.0990239776,58.4156790113
424.6,1604.7546369656,57.8498578395
424.7,1597.9736245217,57.2812477643
424.8,1591.2117698377,56.7183003216
424.9,1584.3367790513,56.1525318476
425,1577.6210776814,55.5867475536
425.1,1571.0255120068,55.020951328
425.2,1563.7826178856,54.455219393
425.3,1557.5660663966,53.889385525
425.4,1550.2604901065,53.3236598154
425.5,1543.0978584122,52.757919909
425.6,1536.2085501062,52.192152857
425.7,1529.4089672664,51.6263768938
425.8,1522.2254865304,51.0606390581
425.9,1515.0336630703,50.4949020509
426,1508.0262139521,49.9291467323
426.1,1500.6401927043,49.3634290122
426.2,1493.546117085,48.7976822971
426.3,1486.5577311574,48.2319250852
426.4,1478.8376554656,47.6662405423
426.5,1471.3703738288,47.1005308928
426.6,1464.178690485,46.5347938717
426.7,1456.5042934907,45.9691047922
426.8,1449.0921907645,45.4033896625
426.9,1441.5729200478,44.8376851764
427,1434.0586122919,44.2719801973
427.1,1426.2736944066,43.7063020944
427.2,1418.6081509763,43.1406121356
427.3,1410.8130164211,42.5749350474
427.4,1402.8715675978,42.0092724906
427.5,1394.9810757694,41.443604873
427.6,1387.3084022562,40.8779156223
427.7,1379.1507512801,40.312274538
427.8,1371.0877688302,39.7466240516
427.9,1362.8613717906,39.180989795
428,1354.8649553422,38.6153326974
428.1,1346.5211616569,38.0497101003
428.2,1338.2705161344,37.4840782519
428.3,1329.9047302508,36.9184578389
428.4,1321.469795467,36.3528442936
428.5,1312.8957768896,35.7872445617
428.6,1304.3787988452,35.2216391646
428.7,1295.7926735326,34.656040635
428.8,1287.3251615652,34.0904303252
428.9,1278.2138220901,33.5248839582
429,1269.4772714244,32.9593003684
429.1,1260.6723359863,32.3937235704
429.2,1251.6158199295,31.8281717585
429.3,1242.5555343697,31.262620321
429.4,1233.2816789597,30.6970900946
429.5,1224.2358993956,30.1315372164
429.6,1214.7036607239,29.5660326518
429.7,1205.4382651676,29.0005015852
429.8,1196.2063482682,28.4349671935
429.9,1186.4720159087,27.8694827002
430,1176.7422803654,27.3039977504
430.1,1167.0429859205,26.7385097772
430.2,1157.0518394216,26.1730507898
430.3,1147.2195963006,25.6075760207
430.4,1137.1471923728,25.0421251035
430.5,1127.0748270018,24.4766741826
430.6,1116.7843477379,23.911244924
430.7,1106.1754225868,23.3458472924
430.8,1095.6319093648,22.7804431643
430.9,1085.3157094583,22.2150164602
431,1074.1862419089,21.6496705273
431.1,1063.7036645726,21.0842603472
431.2,1052.5499652513,20.5189168209
431.3,1041.14548292,19.9535982015
431.4,1029.7843749275,19.3882752743
431.5,1018.6026959401,18.8229345268
431.6,1006.7582730878,18.2576596009
431.7,994.8523370482,17.6923907843
431.8,982.9593759853,17.1271206791
431.9,970.7282367208,16.5618841606
432,957.9780277766,15.9966991945
432.1,945.6101926334,15.4314762522
432.2,933.1071246049,14.8662667408
432.3,919.7612125529,14.301140938
432.4,906.3758450928,13.7360190538
432.5,893.0004260231,13.1708961815
432.6,879.2465720029,12.6058108942
432.7,865.4395865887,12.0407308837
432.8,850.7221484913,11.4757412965
432.84,844.8773021215,11.2497412774
432.92,834.9899558285,11.2280668999
433,829.7089657608,11.2285931739
483.08,653.9681694897,11.2471633719
483.16,653.8204472895,11.2471798263
486,653.5906471115,11.2472659474
488,653.1586600585,11.2473534271
490,652.7889914639,11.2474347175
492,652.6625159168,11.2474918547
494,652.5064013755,11.2475519356
496,652.2127311029,11.2476256781
498,652.1918927701,11.2476723238
500,652.0502181975,11.2477309706
502,651.872064874,11.2477932403
504,652.1012591289,11.2478150536
506,652.0431822818,11.2478653977
508,652.2769364546,11.2478867581
510,652.1234827242,11.2479465747
512,652.4564138549,11.2479580852
514,652.6035308233,11.2479880501
516,652.626011759,11.2480303935
518,652.5603355619,11.2480814923
520,652.7598909982,11.2481062492
522,652.6501363605,11.2481617258
524,653.0822444012,11.2481633864
526,652.8888925835,11.2482271655
528,653.5440534272,11.2482066732
530,653.449878494,11.2482606024
532,653.619795062,11.248288303
